caldt,b1ret,t30ret,cpiret
30/09/2019,0.000941,0.001787,0.000783
31/10/2019,0.003283,0.001531,0.002286
29/11/2019,0.000411,0.001197,-0.000536
31/12/2019,0.00175,0.001431,-0.00091
31/01/2020,0.002563,0.001164,0.00388
28/02/2020,0.004675,0.001208,0.002741
31/03/2020,0.009605,0.001268,-0.002176
30/04/2020,0.000056,0.000003,-0.006687
29/05/2020,-0.000148,0.000059,0.00002
30/06/2020,0.000373,0.000111,0.005472
31/07/2020,0.000759,0.000096,0.005058
31/08/2020,0.000005,0.000079,0.003153
30/09/2020,0.000174,0.000076,0.001393
30/10/2020,-0.000086,0.000073,0.000415
30/11/2020,0.00052,0.000066,-0.000611
31/12/2020,0.000297,0.00006,0.000941
29/01/2021,0.000107,0.000046,0.004254
26/02/2021,-0.000185,0.000045,0.005474
31/03/2021,0.0004,0.000027,0.007083
30/04/2021,0.000144,0.000014,0.008219
28/05/2021,0.000263,0.000005,0.008017
30/06/2021,-0.000281,0.000004,0.009291
30/07/2021,0.000434,0.000031,0.004811
31/08/2021,-0.000238,0.000049,0.002066
30/09/2021,0.000279,0.000033,0.002716
29/10/2021,-0.000689,0.000037,0.008308
30/11/2021,-0.000465,0.000044,0.004913
31/12/2021,-0.001374,0.000067,0.003073
