"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Prtner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20110101","2011","52","2011","454","MWI","Malawi","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1425289318","1425289318","0","true","false",
"C","A","20110101","2011","52","2011","458","MYS","Malaysia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","187573009395",,"187573009395","0","true","false",
"C","A","20110101","2011","52","2011","458","MYS","Malaysia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"226992681985","226992681985","0","true","false",
"C","A","20110101","2011","52","2011","462","MDV","Maldives","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1411701092",,"1411701092","0","true","false",
"C","A","20110101","2011","52","2011","462","MDV","Maldives","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"121993061","121993061","0","true","false",
"C","A","20110101","2011","52","2011","466","MLI","Mali","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3351538885",,"3351538885","0","true","false",
"C","A","20110101","2011","52","2011","466","MLI","Mali","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2374496601","2374496601","0","true","false",
"C","A","20110101","2011","52","2011","470","MLT","Malta","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","7395938428",,"7395938428","0","true","false",
"C","A","20110101","2011","52","2011","470","MLT","Malta","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5278693591","5278693591","0","true","false",
"C","A","20110101","2011","52","2011","478","MRT","Mauritania","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2452705805",,"2452705805","0","true","false",
"C","A","20110101","2011","52","2011","478","MRT","Mauritania","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2457998771","2457998771","0","true","false",
"C","A","20110101","2011","52","2011","480","MUS","Mauritius","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5158618169",,"5158618169","0","true","false",
"C","A","20110101","2011","52","2011","480","MUS","Mauritius","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2255420859","2255420859","0","true","false",
"C","A","20110101","2011","52","2011","484","MEX","Mexico","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","350842805606",,"350842805606","0","true","false",
"C","A","20110101","2011","52","2011","484","MEX","Mexico","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"349326581717","349326581717","0","true","false",
"C","A","20110101","2011","52","2011","490","S19","Other Asia, nes","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","281315583178",,"281315583178","0","true","false",
"C","A","20110101","2011","52","2011","490","S19","Other Asia, nes","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"306997986072","306997986072","0","true","false",
"C","A","20110101","2011","52","2011","498","MDA","Rep. of Moldova","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5191271351",,"5191271351","0","true","false",
"C","A","20110101","2011","52","2011","498","MDA","Rep. of Moldova","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2216814952","2216814952","0","true","false",
"C","A","20110101","2011","52","2011","499","MNE","Montenegro","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","2544044492",,"2544044492","0","true","false",
"C","A","20110101","2011","52","2011","499","MNE","Montenegro","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"627531806","627531806","0","true","false",
"C","A","20110101","2011","52","2011","500","MSR","Montserrat","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","33417122",,"33417122","0","true","false",
"C","A","20110101","2011","52","2011","504","MAR","Morocco","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","44262937485",,"44262937485","0","true","false",
"C","A","20110101","2011","52","2011","504","MAR","Morocco","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"21649934076","21649934076","0","true","false",
"C","A","20110101","2011","52","2011","508","MOZ","Mozambique","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6305647000",,"6305647000","0","true","false",
"C","A","20110101","2011","52","2011","508","MOZ","Mozambique","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"3604118000","3604118000","0","true","false",
"C","A","20110101","2011","52","2011","512","OMN","Oman","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","23619397677",,"23619397677","0","true","false",
"C","A","20110101","2011","52","2011","512","OMN","Oman","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"47091872608","47091872608","0","true","false",
"C","A","20110101","2011","52","2011","516","NAM","Namibia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6457277385",,"6457277385","0","true","false",
"C","A","20110101","2011","52","2011","516","NAM","Namibia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5900940853","5900940853","0","true","false",
"C","A","20110101","2011","52","2011","524","NPL","Nepal","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5915922972",,"5915922972","0","true","false",
"C","A","20110101","2011","52","2011","524","NPL","Nepal","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"907633694","907633694","0","true","false",
"C","A","20110101","2011","52","2011","528","NLD","Netherlands","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","507677196141.119",,"507677196141.119","4","false","true",
"C","A","20110101","2011","52","2011","528","NLD","Netherlands","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false",,"569357970939.976","569357970939.976","4","false","true",
"C","A","20110101","2011","52","2011","533","ABW","Aruba","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1284948780",,"1284948780","0","true","false",
"C","A","20110101","2011","52","2011","533","ABW","Aruba","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"151359633","151359633","0","true","false",
"C","A","20110101","2011","52","2011","540","NCL","New Caledonia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","3696876341",,"3696876341","0","true","false",
"C","A","20110101","2011","52","2011","540","NCL","New Caledonia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1657544479","1657544479","0","true","false",
"C","A","20110101","2011","52","2011","548","VUT","Vanuatu","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","280646739",,"280646739","0","true","false",
"C","A","20110101","2011","52","2011","548","VUT","Vanuatu","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"63531915","63531915","0","true","false",
"C","A","20110101","2011","52","2011","554","NZL","New Zealand","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","46877855855",,"46877855855","0","false","true",
"C","A","20110101","2011","52","2011","554","NZL","New Zealand","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"47700295655","47700295655","0","false","true",
"C","A","20110101","2011","52","2011","558","NIC","Nicaragua","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5047259701",,"5047259701","0","true","false",
"C","A","20110101","2011","52","2011","558","NIC","Nicaragua","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2280871939","2280871939","0","true","false",
"C","A","20110101","2011","52","2011","562","NER","Niger","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1917173453",,"1917173453","0","true","false",
"C","A","20110101","2011","52","2011","562","NER","Niger","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"1080650285","1080650285","0","true","false",
"C","A","20110101","2011","52","2011","566","NGA","Nigeria","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","63971541901",,"63971541901","0","true","false",
"C","A","20110101","2011","52","2011","566","NGA","Nigeria","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"125641031180","125641031180","0","true","false",
"C","A","20110101","2011","52","2011","579","NOR","Norway","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","90783500924",,"90783500924","0","true","false",
"C","A","20110101","2011","52","2011","579","NOR","Norway","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"160409821472","160409821472","0","true","false",
"C","A","20110101","2011","52","2011","583","FSM","FS Micronesia","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","188080842",,"188080842","0","true","false",
"C","A","20110101","2011","52","2011","583","FSM","FS Micronesia","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"36693832","36693832","0","true","false",
"C","A","20110101","2011","52","2011","585","PLW","Palau","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","129180409",,"129180409","0","true","false",
"C","A","20110101","2011","52","2011","586","PAK","Pakistan","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","43578259220",,"43578259220","0","true","false",
"C","A","20110101","2011","52","2011","586","PAK","Pakistan","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"25343768655","25343768655","0","true","false",
"C","A","20110101","2011","52","2011","591","PAN","Panama","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","21801598457",,"21801598457","0","true","false",
"C","A","20110101","2011","52","2011","591","PAN","Panama","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"14554815811","14554815811","0","true","false",
"C","A","20110101","2011","52","2011","598","PNG","Papua New Guinea","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","6105503673",,"6105503673","0","true","false",
"C","A","20110101","2011","52","2011","598","PNG","Papua New Guinea","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"5499319521","5499319521","0","true","false",
"C","A","20110101","2011","52","2011","600","PRY","Paraguay","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","12366125655","11547749195","12366125655","0","false","true",
"C","A","20110101","2011","52","2011","600","PRY","Paraguay","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"7776442112","7776442112","0","false","true",
"C","A","20110101","2011","52","2011","604","PER","Peru","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","37891035250.21","35819505705.541","37891035250.21","0","false","true",
"C","A","20110101","2011","52","2011","604","PER","Peru","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false",,"46386021919.4","46386021919.4","0","false","true",
"C","A","20110101","2011","52","2011","608","PHL","Philippines","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","63692684211",,"63692684211","0","true","false",
"C","A","20110101","2011","52","2011","608","PHL","Philippines","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"48042128759","48042128759","0","true","false",
"C","A","20110101","2011","52","2011","616","POL","Poland","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","209191546426",,"209191546426","0","true","false",
"C","A","20110101","2011","52","2011","616","POL","Poland","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"188105090147","188105090147","0","true","false",
"C","A","20110101","2011","52","2011","620","PRT","Portugal","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","82923617602",,"82923617602","0","true","false",
"C","A","20110101","2011","52","2011","620","PRT","Portugal","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"59588301885","59588301885","0","true","false",
"C","A","20110101","2011","52","2011","634","QAT","Qatar","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"114448131942","114448131942","0","true","false",
"C","A","20110101","2011","52","2011","642","ROU","Romania","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","76365284687",,"76365284687","0","true","false",
"C","A","20110101","2011","52","2011","642","ROU","Romania","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"62692001406","62692001406","0","true","false",
"C","A","20110101","2011","52","2011","643","RUS","Russian Federation","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","306091490306",,"306091490306","0","true","false",
"C","A","20110101","2011","52","2011","643","RUS","Russian Federation","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"516992618221","516992618221","0","true","false",
"C","A","20110101","2011","52","2011","646","RWA","Rwanda","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","1528876860.482",,"1528876860.482","4","false","true",
"C","A","20110101","2011","52","2011","646","RWA","Rwanda","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","true","0","false","400075916.787","400075916.787","400075916.787","4","false","true",
"C","A","20110101","2011","52","2011","659","KNA","Saint Kitts and Nevis","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","246655292",,"246655292","0","true","false",
"C","A","20110101","2011","52","2011","659","KNA","Saint Kitts and Nevis","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"44886028","44886028","0","true","false",
"C","A","20110101","2011","52","2011","662","LCA","Saint Lucia","M","Import","0","W00","World","0","W00","World","H1","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","705014389",,"705014389","0","false","false",
"C","A","20110101","2011","52","2011","662","LCA","Saint Lucia","X","Export","0","W00","World","0","W00","World","H1","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"137042116","137042116","0","false","false",
"C","A","20110101","2011","52","2011","670","VCT","Saint Vincent and the Grenadines","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","383476910",,"383476910","0","true","false",
"C","A","20110101","2011","52","2011","670","VCT","Saint Vincent and the Grenadines","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"38431984","38431984","0","true","false",
"C","A","20110101","2011","52","2011","678","STP","Sao Tome and Principe","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","133712481",,"133712481","0","true","false",
"C","A","20110101","2011","52","2011","678","STP","Sao Tome and Principe","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11041542","11041542","0","true","false",
"C","A","20110101","2011","52","2011","682","SAU","Saudi Arabia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","127962726620",,"127962726620","0","true","false",
"C","A","20110101","2011","52","2011","682","SAU","Saudi Arabia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"364139418640","364139418640","0","true","false",
"C","A","20110101","2011","52","2011","686","SEN","Senegal","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","5908917003",,"5908917003","0","true","false",
"C","A","20110101","2011","52","2011","686","SEN","Senegal","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"2541704770","2541704770","0","true","false",
"C","A","20110101","2011","52","2011","688","SRB","Serbia","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","19861908142",,"19861908142","0","true","false",
"C","A","20110101","2011","52","2011","688","SRB","Serbia","X","Export","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"11779477582","11779477582","0","true","false",
"C","A","20110101","2011","52","2011","690","SYC","Seychelles","M","Import","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","1720932845",,"1720932845","0","true","false",
"C","A","20110101","2011","52","2011","690","SYC","Seychelles","X","Export","0","W00","World","0","W00","World","H2","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false",,"968566735","968566735","0","true","false",
"C","A","20110101","2011","52","2011","699","IND","India","M","Import","0","W00","World","0","W00","World","H3","HS","true","TOTAL","All Commodities","0","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false",,"false",,"false","462402790771",,"462402790771","0","true","false",
