id,country,countrycode,year,rr_full,rr_ini,rr_cris,rr_mult,lv_full,lv_ini,lv_cris,lv_mult,ck_full,ck_ini,ck_cris,ck_mult,dd_full,dd_ini,dd_cris,dd_mult,rgdpgr,wrgdpgr,frgdpgr,wfrgdpgr,lngdppc,wlngdppc,flngdppc,wflngdppc,deprec,wdeprec,fdeprec,wfdeprec,m2res,wm2res,fm2res,wfm2res,wrir,rir,frir,wfrir,totch,wtotch,ftotch,wftotch,infl,winfl,finfl,wfinfl,liq,wliq,fliq,wfliq,credgr,wcredgr,fcredgr,wfcredgr,nfagdp,wnfagdp,fnfagdp,wfnfagdp,var61,var62,var63,durfin,sub,anni,_merge,duratamediaperpaese,_est_spec2,_est_spec3,pra,prb,prc,dur,dur1,cris,cris1,avedur,xxx,duration,_est_spec1,_est_all,_est_partial,pr0,pr1,pr2,prlogit1,prlogit2,class,binaryclass,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10
1,Algeria,DZA,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7.53,7.53,7.53,7.53,12.47,12.47,12.47,12.47,4.28,4.28,4.28,4.28,-11.35,-11.35,-11.35,-11.35,-3.05,-3.05,-3.05,-3.05,14.35,14.35,14.35,14.35,158.2,158.2,158.2,158.2,8.77,8.77,8.77,8.77,4.91,4.91,4.91,4.91,1,1982,0,3,2,3,matched (3),0.1034483,1,1,0.8175824,0.0446482,0.1377694,0,2,0,1,3,1248,3,1,1,1,0.9060366,0.0279292,0.0660342,0.0361352,0.031974,1,0,0.5017632,0.5010264,0.4665179,0.4937885,0.5850724,0.5229223,0.4845837,0.4278423,0.4937885,0.4845346
1,Algeria,DZA,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,6.4,6.4,6.4,7.56,7.56,7.56,7.56,6.4,6.4,6.4,6.4,6.04,6.04,6.04,6.04,1.06,1.06,1.06,1.06,-3.85,-3.85,-3.85,-3.85,1.94,1.94,1.94,1.94,141.74,141.74,141.74,141.74,19.11,19.11,19.11,19.11,2.72,2.72,2.72,2.72,1,1983,0,3,2,3,matched (3),0.1034483,1,1,0.8324471,0.046351,0.121202,0,2,0,1,3,1249,3,1,1,1,0.9148445,0.037332,0.0478236,0.0389604,0.0392644,1,0,0.491765,0.5002096,0.4753862,0.4553871,0.5594189,0.5740819,0.5001104,0.48333,0.4553871,0.5550078
1,Algeria,DZA,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,5.4,5.4,7.58,7.58,7.58,7.58,4.28,4.28,4.28,4.28,8.64,8.64,8.64,8.64,-3.8,-3.8,-3.8,-3.8,-0.25,-0.25,-0.25,-0.25,6.8,6.8,6.8,6.8,139.02,139.02,139.02,139.02,5.98,5.98,5.98,5.98,0.86,0.86,0.86,0.86,1,1984,0,3,2,3,matched (3),0.1034483,1,1,0.8167936,0.0441126,0.1390938,0,2,0,1,3,1250,3,1,1,1,0.903768,0.0306259,0.0656061,0.0330086,0.03262,1,0,0.4947053,0.499665,0.4885141,0.470388,0.5551451,0.5089893,0.5132985,0.461474,0.470388,0.5026742
1,Algeria,DZA,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,5.6,5.6,5.6,7.61,7.61,7.61,7.61,4.06,4.06,4.06,4.06,12.27,12.27,12.27,12.27,-5.43,-5.43,-5.43,-5.43,1.87,1.87,1.87,1.87,8.43,8.43,8.43,8.43,135.09,135.09,135.09,135.09,0.74,0.74,0.74,0.74,-1.79,-1.79,-1.79,-1.79,1,1985,0,3,2,3,matched (3),0.1034483,1,1,0.8031511,0.0450006,0.1518483,0,2,0,1,3,1251,3,1,1,1,0.8958512,0.030499,0.0736498,0.0323988,0.0320512,1,0,0.4941172,0.4988482,0.5068651,0.4754326,0.5489558,0.4828007,0.5320515,0.4541726,0.4754326,0.5001445
1,Algeria,DZA,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,3.7,3.7,7.61,7.61,7.61,7.61,0.89,0.89,0.89,0.89,9.59,9.59,9.59,9.59,-1.97,-1.97,-1.97,-1.97,5.02,5.02,5.02,5.02,4.97,4.97,4.97,4.97,131.79,131.79,131.79,131.79,2.75,2.75,2.75,2.75,-2.77,-2.77,-2.77,-2.77,1,1986,0,3,2,3,matched (3),0.1034483,1,1,0.8103443,0.0443474,0.1453083,0,2,0,1,3,1252,3,1,1,1,0.8813664,0.0289092,0.0897244,0.0315885,0.0321589,1,0,0.4997046,0.4988482,0.4933157,0.4647318,0.5437469,0.492843,0.5389665,0.4696909,0.4647318,0.4915083
1,Algeria,DZA,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,7.59,7.59,7.59,7.59,-6.47,-6.47,-6.47,-6.47,12.56,12.56,12.56,12.56,1.59,1.59,1.59,1.59,-31.55,-31.55,-31.55,-31.55,2.41,2.41,2.41,2.41,139.45,139.45,139.45,139.45,6.55,6.55,6.55,6.55,-7.97,-7.97,-7.97,-7.97,1,1987,0,3,2,3,matched (3),0.1034483,1,1,0.7854902,0.0524868,0.162023,0,2,0,1,3,1253,3,1,1,1,0.8533877,0.0332748,0.1133375,0.0388094,0.0417042,1,0,0.5094085,0.4993927,0.508331,0.4568347,0.5558213,0.5118377,0.5753461,0.4857188,0.4568347,0.544199
1,Algeria,DZA,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-0.7,-0.7,-0.7,7.55,7.55,7.55,7.55,3.14,3.14,3.14,3.14,12.24,12.24,12.24,12.24,-4.84,-4.84,-4.84,-4.84,50.33,50.33,50.33,50.33,8.84,8.84,8.84,8.84,124.31,124.31,124.31,124.31,-0.82,-0.82,-0.82,-0.82,-9.4,-9.4,-9.4,-9.4,1,1988,0,3,2,3,matched (3),0.1034483,1,1,0.7917706,0.0473775,0.1608518,0,2,0,1,3,1254,3,1,1,1,0.7831733,0.0264861,0.1903407,0.0338602,0.0340109,1,0,0.5126418,0.5004818,0.5067134,0.4767023,0.5319063,0.4750158,0.5852259,0.4568133,0.4767023,0.4865695
1,Algeria,DZA,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,7.51,7.51,7.51,7.51,21.96,21.96,21.96,21.96,15.52,15.52,15.52,15.52,-5.06,-5.06,-5.06,-5.06,-18.49,-18.49,-18.49,-18.49,9.06,9.06,9.06,9.06,117.6,117.6,117.6,117.6,-3.77,-3.77,-3.77,-3.77,-12.7,-12.7,-12.7,-12.7,1,1989,0,3,2,3,matched (3),0.1034483,1,1,0.7806779,0.0486877,0.1706344,0,2,0,1,3,1255,3,1,1,1,0.8229753,0.0268544,0.1501703,0.0341101,0.0349548,1,0,0.5135235,0.501571,0.5232808,0.4773837,0.5212535,0.4603306,0.6077535,0.4558283,0.4773837,0.4933613
1,Algeria,DZA,1990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.4,4.4,4.4,4.4,7.53,7.53,7.53,7.53,28.64,28.64,28.64,28.64,13.12,13.12,13.12,13.12,-8.01,-8.01,-8.01,-8.01,-1.52,-1.52,-1.52,-1.52,16.01,16.01,16.01,16.01,122.59,122.59,122.59,122.59,-9.33,-9.33,-9.33,-9.33,-12.72,-12.72,-12.72,-12.72,1,1990,1,3,2,3,matched (3),0.1034483,1,1,0.7739369,0.0469005,0.1791626,0,2,1,1,3,1256,3,1,1,1,0.865678,0.0299385,0.1043836,0.0322817,0.0322821,2,1,0.497646,0.5010264,0.5111613,0.4989408,0.529178,0.4328588,0.6078887,0.4426571,0.4989408,0.4986831
1,Algeria,DZA,1991,1,0,,2,1,0,,2,1,0,,2,1,0,,2,0.8,0.8,0.8,0.8,7.51,7.51,7.51,7.51,17.73,17.73,17.73,17.73,14.18,14.18,14.18,14.18,-22.26,-22.26,-22.26,-22.26,39.32,39.32,39.32,39.32,30.26,30.26,30.26,30.26,128.13,128.13,128.13,128.13,-13.53,-13.53,-13.53,-13.53,-15.5,-15.5,-15.5,-15.5,1,1991,2,3,2,3,matched (3),0.1034483,1,1,0.7512209,0.0493477,0.1994313,1,2,0,1,3,1257,3,1,0,1,0.8110523,0.0260213,0.1629264,0.036722,0.0308989,3,,0.5082325,0.501571,0.5165165,0.5430652,0.5379586,0.4123679,0.6265185,0.380472,0.5430652,0.4713422
1,Algeria,DZA,1992,1,0,,2,1,0,,2,1,0,,2,1,0,,2,-1.2,-1.2,-1.2,-1.2,7.48,7.48,7.48,7.48,106.23,106.23,106.23,106.23,6.49,6.49,6.49,6.49,-45.79,-45.79,-45.79,-45.79,-17.95,-17.95,-17.95,-17.95,53.79,53.79,53.79,53.79,135.52,135.52,135.52,135.52,-21.84,-21.84,-21.84,-21.84,-15.71,-15.71,-15.71,-15.71,1,1992,2,3,2,3,matched (3),0.1034483,1,1,0.746824,0.0452909,0.2078851,1,2,0,1,3,1258,3,1,0,1,0.8792271,0.0178939,0.102879,0.0362867,0.0221913,3,,0.5141113,0.5023878,0.4776565,0.6141601,0.5496338,0.3727675,0.6279114,0.2865549,0.6141601,0.3790168
1,Algeria,DZA,1993,0,0,0,0,1,0,,2,0,0,0,0,0,0,0,0,1.8,1.8,1.8,1.8,7.47,7.47,7.47,7.47,18.21,18.21,18.21,18.21,7.52,7.52,7.52,7.52,-13.93,-13.93,-13.93,-13.93,-14.1,-14.1,-14.1,-14.1,21.93,21.93,21.93,21.93,25.95,25.95,25.95,25.95,-39.21,-39.21,-39.21,-36.76,-11.54,-11.54,-11.54,-11.54,1,1993,0,3,2,3,matched (3),0.1034483,1,1,0.854499,0.0220577,0.1234433,0,2,0,1,3,1259,3,1,0,1,0.8723862,0.009545,0.1180689,0.011564,0.0109417,1,0,0.5052921,0.5026601,0.482856,0.5173093,0.3778653,0.3060352,0.5998816,0.4164851,0.5173093,0.2384783
1,Algeria,DZA,1994,0,0,0,0,1,0,,2,0,0,0,0,0,0,0,0,-2.1,-2.1,-2.1,-2.1,7.43,7.43,7.43,7.43,6.91,6.91,6.91,6.91,6.85,6.85,6.85,6.85,-5.62,-5.62,-5.62,-5.62,-11.24,-11.24,-11.24,-11.24,13.62,13.62,13.62,13.62,19.89,19.89,19.89,19.89,-73.11,-47.92,-73.11,-36.76,-7.7,-7.7,-7.7,-7.7,1,1994,0,3,2,3,matched (3),0.1034483,1,1,0.8399195,0.0155019,0.1445786,0,2,0,1,3,1260,3,1,0,1,0.8078711,0.0076834,0.1844455,0.0096954,0.0103203,1,0,0.5167555,0.5037492,0.4794733,0.4915231,0.3688362,0.3060352,0.5734737,0.4533227,0.4915231,0.2137734
1,Algeria,DZA,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-0.9,-0.9,-0.9,7.4,7.4,7.4,7.4,50.17,50.17,50.17,50.17,4.01,4.01,4.01,4.01,-17.08,-17.08,-17.08,-17.08,-11.27,-11.27,-11.27,-11.27,29.08,29.08,29.08,29.08,21.78,21.78,21.78,21.78,-8.26,-8.26,-8.26,-8.26,-5.3,-5.3,-5.3,-5.3,1,1995,0,3,2,3,matched (3),0.1034483,1,1,0.8932509,0.0234929,0.0832562,0,2,0,1,3,1261,3,1,1,1,0.9064732,0.0126642,0.0808626,0.0186796,0.015507,1,0,0.5132297,0.504566,0.4651591,0.5394275,0.3716427,0.438119,0.5567431,0.402739,0.5394275,0.2976159
1,Algeria,DZA,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,3.8,3.8,7.41,7.41,7.41,7.41,35.95,35.95,35.95,35.95,3.73,3.73,3.73,3.73,-11.99,-11.99,-11.99,-11.99,18.94,18.94,18.94,18.94,28.58,28.58,28.58,28.58,21.06,21.06,21.06,21.06,-14.25,-14.25,-14.25,-14.25,-4.4,-4.4,-4.4,-4.4,1,1996,0,3,2,3,matched (3),0.1034483,1,1,0.8924102,0.0220484,0.0855414,0,2,0,1,3,1262,3,1,1,1,0.9113446,0.0140174,0.074638,0.0161246,0.0147402,1,0,0.4994105,0.5042937,0.4637506,0.5378848,0.3705725,0.4088835,0.5504336,0.4250174,0.5378848,0.3053637
1,Algeria,DZA,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,4.1,4.1,4.1,7.44,7.44,7.44,7.44,14.87,14.87,14.87,14.87,2.46,2.46,2.46,2.46,-9.52,-9.52,-9.52,-9.52,43.52,43.52,43.52,43.52,24.02,24.02,24.02,24.02,24.62,24.62,24.62,24.62,-6.55,-6.55,-6.55,-6.55,1.75,1.75,1.75,1.75,1,1997,0,3,2,3,matched (3),0.1034483,1,1,0.9052867,0.0210267,0.0736867,0,2,0,1,3,1263,3,1,1,1,0.9156395,0.0144091,0.0699514,0.0163586,0.014957,1,0,0.4985283,0.5034769,0.4573694,0.5237855,0.3758762,0.4465539,0.5069892,0.4359451,0.5237855,0.3085759
1,Algeria,DZA,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,1.1,1.1,7.43,7.43,7.43,7.43,5.4,5.4,5.4,5.4,1.8,1.8,1.8,1.8,5.6,5.6,5.6,5.6,9.71,9.71,9.71,9.71,7,7,7,7,16.33,16.67,16.33,18.02,-8.26,-8.26,-8.26,-8.26,10.88,10.88,10.88,10.88,1,1998,0,3,2,3,matched (3),0.1034483,1,1,0.9224514,0.016706,0.0608426,0,2,0,1,3,1264,3,1,1,1,0.8983393,0.0107537,0.090907,0.0111965,0.0126492,1,0,0.5073504,0.5037492,0.4540586,0.4710067,0.3660681,0.438119,0.4424949,0.5038063,0.4710067,0.2594372
1,Algeria,DZA,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,5.1,5.1,5.1,7.47,7.47,7.47,7.47,1.79,1.79,1.79,1.79,2.42,2.42,2.42,2.42,12.26,12.26,12.26,12.26,-34.57,-34.57,-34.57,-34.57,-3.13,-3.13,-3.13,-3.13,15.93,16.67,15.93,18.02,-5.89,-5.89,-5.89,-5.89,8.82,8.82,8.82,8.82,1,1999,0,3,2,3,matched (3),0.1034483,1,1,0.920732,0.0175453,0.0617226,0,2,0,1,3,1265,3,1,1,1,0.935899,0.012475,0.051626,0.0111366,0.0135508,1,0,0.4955875,0.5026601,0.4571687,0.4398241,0.3660681,0.449818,0.4569558,0.5338019,0.4398241,0.2888989
1,Algeria,DZA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,3.2,3.2,7.49,7.49,7.49,7.49,13.34,13.34,13.34,13.34,3.34,3.34,3.34,3.34,-2.61,-2.61,-2.61,-2.61,30.66,30.66,30.66,30.66,10.86,10.86,10.86,10.86,18.67,18.67,18.67,18.67,11.43,11.43,11.43,11.43,4.29,4.29,4.29,4.29,1,2000,0,3,2,3,matched (3),0.1034483,1,1,0.9186999,0.0220428,0.0592574,0,2,0,1,3,1266,3,1,1,1,0.929212,0.0168383,0.0539497,0.0196775,0.0183568,1,0,0.5011751,0.5021155,0.4617897,0.482962,0.3670293,0.5361732,0.4889777,0.4668151,0.482962,0.3508254
1,Algeria,DZA,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.2,2.2,2.2,7.49,7.49,7.49,7.49,13.05,13.05,13.05,13.05,1.53,1.53,1.53,1.53,-17.1,-17.1,-17.1,-17.1,76.08,76.08,76.08,74.18,24.6,24.6,24.6,24.6,22.75,22.75,22.75,22.75,8.32,8.32,8.32,8.32,18.38,18.38,18.38,18.38,1,2001,0,3,2,3,matched (3),0.1034483,1,1,0.9337465,0.0171528,0.0491006,0,2,0,1,3,1267,3,1,1,1,0.9361168,0.011735,0.0521481,0.0166761,0.0128236,1,0,0.5041159,0.5021155,0.4527054,0.5255814,0.3730865,0.5206769,0.390835,0.4026522,0.5255814,0.2670064
1,Algeria,DZA,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,2.6,2.6,7.5,7.5,7.5,7.5,2.6,2.6,2.6,2.6,1.52,1.52,1.52,1.52,5.54,5.54,5.54,5.54,-20.02,-20.02,-20.02,-20.02,0.71,0.71,0.71,0.71,19.65,19.65,19.65,19.65,35.41,35.41,35.41,35.41,30.34,30.34,30.34,30.34,1,2002,0,3,2,3,matched (3),0.1034483,1,1,0.9525239,0.0160763,0.0313997,0,2,0,1,3,1268,3,1,1,1,0.9626172,0.0149718,0.022411,0.0187952,0.018132,1,0,0.5029396,0.5018433,0.4526553,0.4516023,0.3684805,0.6512368,0.3136549,0.5035356,0.4516023,0.3405465
1,Algeria,DZA,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.7,4.7,4.7,7.53,7.53,7.53,7.53,3.19,3.19,3.19,3.19,1.36,1.36,1.36,1.36,3.43,3.43,3.43,3.43,-18.55,-18.55,-18.55,-18.55,1.91,1.91,1.91,1.91,26.8,26.8,26.8,26.8,41.37,41.37,41.37,41.37,37.95,37.95,37.95,37.95,1,2003,0,3,2,3,matched (3),0.1034483,1,1,0.9572471,0.0152026,0.0275503,0,2,0,1,3,1269,3,1,1,1,0.9702578,0.0153111,0.0144311,0.0195642,0.017976,1,0,0.4967638,0.5010264,0.4518537,0.4552947,0.3791387,0.6777965,0.2691442,0.4940165,0.4552947,0.3465801
1,Algeria,DZA,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,6.9,6.9,6.9,7.59,7.59,7.59,7.59,-2.87,-2.87,-2.87,-2.87,1.15,1.15,1.15,1.15,-3.07,-3.07,-3.07,-3.07,16.07,16.07,16.07,16.07,8.32,8.32,8.32,8.32,24.75,24.75,24.75,24.75,11.76,11.76,11.76,11.76,43.86,43.86,43.86,43.86,1,2004,0,3,2,3,matched (3),0.1034483,1,1,0.9571594,0.0111872,0.0316534,0,2,0,1,3,1270,3,1,1,1,0.9711329,0.0088803,0.0199868,0.0102377,0.0093689,1,0,0.490295,0.4993927,0.450802,0.475092,0.3760704,0.537814,0.2374656,0.4647495,0.475092,0.2205278
1,Algeria,DZA,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,5.2,5.2,5.2,7.62,7.62,7.62,7.62,-6.89,-6.89,-6.89,-6.89,1.06,1.06,1.06,1.06,-6.98,-6.98,-6.98,-6.98,-3.71,-3.71,-3.71,-3.71,10.63,10.63,10.63,10.63,25.89,25.89,25.89,25.89,-4.66,-4.66,-4.66,-4.66,50.16,50.16,50.16,50.16,1,2005,0,3,2,3,matched (3),0.1034483,1,1,0.9579685,0.0090516,0.0329799,0,2,0,1,3,1271,3,1,1,1,0.9700378,0.0055668,0.0243954,0.0067869,0.0061701,1,0,0.4952934,0.4985759,0.4503514,0.482249,0.3777755,0.4559124,0.2066326,0.4472477,0.482249,0.151117
1,Algeria,DZA,2006,0,0,0,0,0,0,0,0,,,,,,,,,5.1,5.1,5.1,5.1,7.66,7.66,7.66,7.66,1.69,1.69,1.69,1.69,0.88,0.88,0.88,0.88,-14.52,-14.52,-14.52,-14.52,28.94,28.94,28.94,28.94,16.46,16.46,16.46,16.46,31.35,31.35,31.35,31.35,0.91,0.91,0.91,0.91,55.44,55.44,55.44,55.44,1,2006,0,3,2,3,matched (3),0.1034483,1,1,0.9612919,0.0088371,0.029871,0,2,0,1,3,1272,3,1,1,1,0.9724175,0.0054986,0.0220839,0.0075447,0.006028,,,0.4955875,0.4974868,0.4494504,0.5003375,0.3859832,0.4836496,0.1831533,0.4138998,0.5003375,0.1476866
1,Algeria,DZA,2007,0,0,0,0,0,0,0,0,,,,,,,,,2,2,2,2,7.66,7.66,7.66,7.66,-0.86,-0.86,-0.86,-0.86,0.77,0.77,0.77,0.77,-9.53,-9.53,-9.53,-9.53,12.64,12.64,12.64,12.64,11.28,11.28,11.28,11.28,29.56,29.56,29.56,29.56,8.33,8.33,8.33,8.33,64.63,64.63,64.63,64.63,1,2007,0,3,2,3,matched (3),0.1034483,1,1,0.9684976,0.0077538,0.0237486,0,2,0,1,3,1273,3,1,1,1,0.9716735,0.0049113,0.0234151,0.0071378,0.0059808,,,0.504704,0.4974868,0.4489,0.4842643,0.383285,0.5207268,0.1473132,0.4359007,0.4842643,0.1383471
1,Algeria,DZA,2008,0,0,0,0,0,0,0,0,,,,,,,,,3,3,3,3,7.68,7.68,7.68,7.68,-4.62,-4.62,-4.62,-4.62,0.7,0.7,0.7,0.7,-5.58,-5.58,-5.58,-5.58,-14.46,-14.46,-14.46,-14.46,7.33,7.33,7.33,7.33,27.95,27.95,27.95,27.95,5.08,5.08,5.08,5.08,78.62,78.62,78.62,78.62,1,2008,0,3,2,3,matched (3),0.1034483,1,1,0.9750887,0.0058306,0.0190808,0,2,0,1,3,1274,3,1,1,1,0.9792314,0.0036932,0.0170755,0.0050878,0.0045593,,,0.5017632,0.4969423,0.4485498,0.4720277,0.3808642,0.5044908,0.1040789,0.4535016,0.4720277,0.1093845
1,Algeria,DZA,2009,0,0,0,0,0,0,0,0,,,,,,,,,2.4,2.4,2.4,2.4,7.68,7.68,7.68,7.68,-6.8,-6.8,-6.8,-6.8,0.68,0.68,0.68,0.68,-12.85,-12.85,-12.85,-12.85,-7.74,-7.74,-7.74,-7.74,14.6,14.6,14.6,14.6,28.58,28.58,28.58,28.58,0.63,0.63,0.63,0.63,92.79,92.79,92.79,89.96,1,2009,0,3,2,3,matched (3),0.1034483,1,1,0.9798697,0.0044246,0.0157057,0,2,0,1,3,1275,3,1,1,1,0.9817279,0.0027208,0.0155513,0.0041494,0.0034209,,,0.5035278,0.4969423,0.4484498,0.4945644,0.3818108,0.4822514,0.0776726,0.4212292,0.4945644,0.0826852
1,Algeria,DZA,2010,0,0,0,0,0,0,0,0,,,,,,,,,2.4,2.4,2.4,2.4,7.69,7.69,7.69,7.69,12.49,12.49,12.49,12.49,0.6,0.6,0.6,0.6,13.02,13.02,13.02,13.02,-42.69,-42.69,-42.69,-42.69,-11.27,-9.82,-11.27,-7.73,33.38,33.38,33.38,33.38,27.94,27.94,27.94,27.94,107.22,99.04,107.22,89.96,1,2010,0,3,2,3,matched (3),0.1034483,1,1,0.9859267,0.0040944,0.009979,0,2,0,1,3,1276,3,1,1,1,0.9821081,0.0049528,0.0129391,0.0060051,0.0065664,,,0.5035278,0.49667,0.4480496,0.4258047,0.3890517,0.6165903,0.0776726,0.5372133,0.4258047,0.1478116
2,Argentina,ARG,1982,1,0,,2,1,0,,2,1,0,,2,1,0,,2,-5.74,-5.74,-5.74,-5.74,8.85,8.85,8.85,8.85,139.13,139.13,139.13,139.13,4.04,4.04,4.04,4.04,47.06,50.71,50.71,40.18,27.45,27.45,27.45,27.45,106.36,106.36,106.36,106.36,137.63,137.63,137.63,137.63,18.94,18.94,18.94,18.94,-4.56,-4.56,-4.56,-4.56,2,1982,2,8,3,8,matched (3),0.2758621,1,1,0.814754,0.0531329,0.1321131,1,5,0,3,2,1016,8,1,0,1,0.4525722,0.1030092,0.4444186,0.1046479,0.1824152,3,,0.5274391,0.465142,0.4653101,0.7535309,0.5529579,0.5732505,0.5515566,0.6545879,0.7535309,0.8459508
2,Argentina,ARG,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.15,-3.15,-3.15,-3.15,8.79,8.79,8.79,8.79,488.64,302.05,488.64,215.89,3.93,3.93,3.93,3.93,-69.44,-81.38,-81.38,-51.27,47.29,47.29,47.29,47.29,207.62,204.1,207.62,149.87,191.01,191.01,191.01,191.01,-3.29,-3.29,-3.29,-3.29,-6.95,-6.95,-6.95,-6.95,2,1983,0,8,3,8,matched (3),0.2758621,1,1,0.7201343,0.0629867,0.2168791,0,5,0,3,2,1017,8,1,1,1,0.7797089,0.0619013,0.1583899,0.1292085,0.0729579,1,0,0.5198393,0.4667681,0.4647566,0.8399352,0.6347353,0.462716,0.5682616,0.2667706,0.8399352,0.673462
2,Argentina,ARG,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,3.73,3.73,3.73,8.81,8.81,8.81,8.81,305.41,302.05,305.41,215.89,7.7,7.7,7.7,7.7,-69.44,-101.04,-101.04,-51.27,21.83,21.83,21.83,21.83,382.35,204.1,382.35,149.87,162.62,162.62,162.62,162.62,-20.71,-20.71,-20.71,-20.71,-11.44,-11.44,-11.44,-11.44,2,1984,0,8,3,8,matched (3),0.2758621,1,1,0.700543,0.059485,0.239972,0,5,0,3,2,1018,8,1,1,1,0.8455061,0.0573204,0.0971735,0.093267,0.0543927,1,0,0.4996164,0.466226,0.4837651,0.8399352,0.5918892,0.378066,0.5992005,0.2667706,0.8399352,0.6338782
2,Argentina,ARG,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,8.82,8.82,8.82,8.82,544.76,302.05,544.76,215.89,6.71,6.71,6.71,6.71,-69.44,-209.89,-209.89,-51.27,1.64,1.64,1.64,1.64,606.74,204.1,606.74,149.87,135.08,135.08,135.08,135.08,-18.39,-18.39,-18.39,-18.39,-9.26,-9.26,-9.26,-9.26,2,1985,0,8,3,8,matched (3),0.2758621,1,1,0.7325754,0.0594838,0.2079409,0,5,0,3,2,1019,8,1,1,1,0.8667621,0.0470674,0.0861705,0.0829902,0.0469818,1,0,0.504704,0.465955,0.4787666,0.8399352,0.5489401,0.3890347,0.5842615,0.2667706,0.8399352,0.5894051
2,Argentina,ARG,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.95,-6.95,-6.95,-6.95,8.72,8.72,8.72,8.72,789.22,302.05,789.22,215.89,3.25,3.25,3.25,3.25,4.23,4.23,4.23,4.23,24.48,24.48,24.48,24.48,625.8,204.1,625.8,149.87,125.75,125.75,125.75,125.75,3.01,3.01,3.01,3.01,-9.47,-9.47,-9.47,-9.47,2,1986,0,8,3,8,matched (3),0.2758621,1,1,0.7684688,0.0659427,0.1655885,0,5,0,3,2,1020,8,1,1,1,0.5193577,0.0837423,0.3968999,0.1143036,0.1378114,1,0,0.5309854,0.4686661,0.4613373,0.8399352,0.534189,0.4941426,0.5857078,0.4976255,0.8399352,0.7955815
2,Argentina,ARG,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,7.15,7.15,7.15,8.78,8.78,8.78,8.78,56.64,56.64,56.64,56.64,4.91,4.91,4.91,4.91,20.22,20.22,20.22,20.22,-34.11,-34.11,-34.11,-34.11,74.46,74.46,74.46,74.46,106.07,106.07,106.07,106.07,0.09,0.09,0.09,0.09,-9.68,-9.68,-9.68,-9.68,2,1987,0,8,3,8,matched (3),0.2758621,1,1,0.8192852,0.0426142,0.1381006,0,5,0,3,2,1021,8,1,1,1,0.8279369,0.0755025,0.0965606,0.0527797,0.0711419,1,0,0.4895601,0.4670392,0.4696902,0.6729303,0.5029088,0.4795558,0.5871527,0.5693164,0.6729303,0.708077
2,Argentina,ARG,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.53,2.53,2.53,8.8,8.8,8.8,8.8,127.39,127.39,127.39,127.39,6.56,6.56,6.56,6.56,47.06,48.86,48.86,40.18,-24.64,-24.64,-24.64,-24.64,127.09,127.09,127.09,127.09,115.74,115.74,115.74,115.74,3.3,3.3,3.3,3.3,-19.39,-19.39,-19.39,-19.39,2,1988,0,8,3,8,matched (3),0.2758621,1,1,0.7781864,0.0554176,0.166396,0,5,0,3,2,1022,8,1,1,1,0.5470189,0.1748507,0.2781304,0.1092834,0.2045293,1,0,0.5031455,0.466497,0.4780097,0.7981728,0.5182968,0.4955923,0.6519591,0.6545879,0.7981728,0.8831068
