Date,Price,Open,High,Low,Vol.,Change %
08/22/2025,"149,493.05","149,659.84","150,465.17","149,448.93",335531698,0.17%
08/21/2025,"149,235.26","150,948.93","151,249.62","148,272.57",426272064,-0.90%
08/20/2025,"150,591.00","150,106.16","151,261.67","149,931.67",275222539,0.55%
08/19/2025,"149,770.74","148,464.53","150,323.38","148,293.94",340193363,1.06%
08/18/2025,"148,196.42","146,679.73","148,395.71","146,403.64",229068568,1.16%
08/15/2025,"146,491.63","146,713.83","147,534.41","146,269.59",187001270,-0.03%
08/13/2025,"146,529.30","147,334.29","147,892.25","146,417.80",298882392,-0.32%
08/12/2025,"147,005.32","147,467.44","147,976.98","146,894.62",331786187,0.05%
08/11/2025,"146,929.84","145,650.33","147,005.17","145,258.49",299280724,1.06%
08/08/2025,"145,382.79","145,999.39","146,813.43","144,917.18",276740075,-0.18%
08/07/2025,"145,647.13","145,793.06","146,081.02","145,250.17",326588620,0.39%
08/06/2025,"145,088.49","143,409.59","145,187.17","143,409.59",383514758,1.43%
08/05/2025,"143,037.16","142,235.71","143,281.34","142,235.71",262315814,0.69%
08/04/2025,"142,052.64","141,962.94","142,323.34","141,440.48",349227740,0.72%
08/01/2025,"141,034.98","139,634.90","141,160.93","138,957.70",304552587,1.18%
07/31/2025,"139,390.42","139,379.14","140,215.22","139,083.74",291205593,0.71%
07/30/2025,"138,412.25","138,141.59","139,018.88","137,658.81",167694720,0.32%
07/29/2025,"137,964.81","139,733.06","140,331.01","137,636.37",212749381,-1.02%
07/28/2025,"139,380.05","139,759.59","140,149.23","139,195.84",213994569,0.12%
07/25/2025,"139,207.28","138,876.07","139,436.76","138,808.64",190962843,0.37%
07/24/2025,"138,692.66","139,501.60","139,867.82","138,614.09",272658121,-0.40%
07/23/2025,"139,254.35","139,966.07","140,202.17","139,105.05",193415774,-0.12%
07/22/2025,"139,419.61","138,197.81","139,901.77","138,197.81",245773858,0.87%
07/21/2025,"138,217.58","139,142.17","139,201.15","138,149.56",221762645,-0.27%
07/18/2025,"138,597.36","139,600.23","140,585.38","138,343.72",256324833,-0.05%
07/17/2025,"138,665.49","136,674.98","138,943.47","136,674.98",299278059,1.68%
07/16/2025,"136,379.96","136,169.63","137,232.10","135,542.88",273102874,0.32%
07/15/2025,"135,939.87","136,840.16","137,747.60","135,826.40",307744740,-0.41%
07/14/2025,"136,502.53","134,937.43","136,841.49","134,937.43",259908009,1.64%
07/11/2025,"134,299.76","134,130.91","134,931.96","134,130.40",290053740,0.39%
07/10/2025,"133,782.34","132,773.87","133,902.34","132,706.02",325787943,0.91%
07/09/2025,"132,576.98","133,524.93","133,566.37","132,326.17",161034774,-0.62%
07/08/2025,"133,403.19","133,746.63","134,200.27","132,696.35",324460593,0.02%
07/07/2025,"133,370.14","132,485.75","133,862.01","132,467.12",344248572,1.08%
07/04/2025,"131,949.06","130,896.02","132,129.60","130,716.10",198953974,0.97%
07/03/2025,"130,686.65","130,831.28","131,325.10","129,776.20",280008751,0.26%
07/02/2025,"130,344.03","128,616.11","130,545.94","128,616.11",345794612,1.67%
07/01/2025,"128,199.42","126,116.17","128,475.69","126,113.27",336907385,2.05%
06/30/2025,"125,627.31","124,884.07","125,748.58","124,500.20",258993624,1.00%
06/27/2025,"124,379.06","122,229.41","125,285.05","122,222.69",220312628,1.91%
06/26/2025,"122,046.46","123,031.82","123,417.87","122,142.42",244240559,-0.58%
06/25/2025,"122,761.64","122,753.01","123,256.55","122,168.76",221146514,0.42%
06/24/2025,"122,246.63","120,499.52","122,725.21","120,369.53",318302088,5.23%
06/23/2025,"116,167.47","118,272.00","118,798.51","115,887.48",196190358,-3.21%
06/20/2025,"120,023.23","120,234.95","120,828.86","119,872.15",136795591,0.02%
06/19/2025,"120,002.59","121,103.35","121,745.30","119,770.03",134097500,-0.38%
06/18/2025,"120,465.93","121,857.96","121,905.49","120,417.99",122208772,-1.23%
06/17/2025,"121,971.04","122,367.28","122,891.61","121,815.38",203245334,-0.21%
06/16/2025,"122,225.35","122,168.25","122,903.33","121,889.95",181443219,0.07%
06/13/2025,"122,143.56","122,679.01","123,058.06","121,604.59",238192304,-1.57%
06/12/2025,"124,093.12","124,807.09","126,718.28","123,846.55",371979603,-0.21%
06/11/2025,"124,352.68","123,290.25","124,588.17","123,237.99",332588686,1.91%
06/10/2025,"122,024.44","122,152.22","122,611.53","121,589.90",235295388,0.32%
06/05/2025,"121,641.00","122,106.82","122,281.58","121,517.90",407564641,-0.13%
06/04/2025,"121,798.86","120,954.37","121,882.47","120,896.13",292413286,1.12%
06/03/2025,"120,450.87","119,129.51","120,693.83","119,129.51",315235806,1.32%
06/02/2025,"118,877.80","120,211.57","120,590.77","118,672.84",164316082,-0.68%
05/30/2025,"119,691.09","119,138.76","119,913.88","118,771.83",211933819,0.60%
05/29/2025,"118,971.40","118,512.41","119,639.47","118,481.97",315844339,0.54%
05/27/2025,"118,332.90","118,533.69","118,807.92","118,143.67",414609442,0.09%
05/26/2025,"118,221.12","119,211.88","119,290.94","118,150.27",350580876,-0.74%
05/23/2025,"119,102.67","119,214.78","119,542.51","118,665.25",99798806,-0.04%
05/22/2025,"119,153.04","120,234.81","120,699.17","119,062.03",223284427,-0.65%
05/21/2025,"119,931.45","119,239.34","120,106.21","119,128.38",280861353,0.81%
05/20/2025,"118,971.12","119,891.16","119,900.37","118,527.09",108105159,-0.60%
05/19/2025,"119,689.63","120,164.33","120,285.54","119,250.67",119529211,0.03%
05/16/2025,"119,649.14","120,292.95","120,506.17","119,541.15",235070955,-0.26%
05/15/2025,"119,961.91","118,871.13","119,990.30","118,871.13",310688621,1.20%
05/14/2025,"118,536.52","118,950.61","119,460.54","118,148.64",273516346,-0.03%
05/13/2025,"118,575.88","120,067.12","120,067.12","116,859.93",366254300,1.09%
05/12/2025,"117,297.73","117,104.11","117,327.78","115,794.37",345348683,9.45%
05/09/2025,"107,174.63","103,949.68","107,541.45","102,420.82",238400592,3.52%
05/08/2025,"103,526.81","110,842.45","111,881.02","101,598.90",308031081,-5.89%
05/07/2025,"110,009.02","107,007.68","112,457.37","107,007.68",261520967,-3.13%
05/06/2025,"113,568.50","114,392.82","115,093.10","113,418.52",165326851,-0.47%
05/05/2025,"114,102.23","114,385.61","114,552.20","113,077.66",153678242,-0.01%
05/02/2025,"114,113.93","112,820.07","114,546.87","112,820.07",192302344,2.50%
04/30/2025,"111,326.57","114,066.12","114,066.12","110,631.84",254486803,-3.09%
04/29/2025,"114,872.18","113,869.97","115,040.58","112,935.56",185491217,0.71%
04/28/2025,"114,063.90","116,305.69","116,658.94","113,867.80",190220474,-1.22%
04/25/2025,"115,469.34","115,099.64","115,844.88","113,716.60",213616413,0.39%
04/24/2025,"115,019.81","115,269.30","116,568.13","114,661.20",197691308,-1.88%
04/23/2025,"117,226.14","118,422.67","118,811.24","117,120.39",242524907,-1.02%
04/22/2025,"118,430.35","118,546.16","119,217.19","118,161.67",353612522,0.04%
04/21/2025,"118,383.38","117,712.70","118,827.47","117,712.70",367336343,0.91%
04/18/2025,"117,315.58","117,360.59","117,888.13","116,759.07",212790465,0.35%
04/17/2025,"116,901.13","116,073.70","117,216.02","115,818.07",221692195,0.76%
04/16/2025,"116,020.10","117,187.51","117,424.04","115,776.11",248065960,-0.65%
04/15/2025,"116,775.50","116,739.02","117,362.22","116,645.68",215168112,0.33%
04/14/2025,"116,390.03","115,448.73","116,494.19","115,246.20",273769374,1.34%
04/11/2025,"114,853.33","115,937.38","115,937.38","114,639.92",250709159,-1.15%
04/10/2025,"116,189.21","117,094.14","117,484.16","116,130.90",390903061,1.78%
04/09/2025,"114,153.15","115,092.12","115,092.12","112,891.48",267592345,-1.19%
04/08/2025,"115,532.43","115,800.77","116,692.29","115,560.90",338909549,0.54%
04/07/2025,"114,909.48","117,601.62","117,601.62","110,103.97",389103177,-3.27%
04/04/2025,"118,791.66","119,155.22","120,796.67","118,718.26",313410539,-0.12%
04/03/2025,"118,938.11","117,873.59","119,179.45","117,508.07",200789013,0.96%
03/27/2025,"117,806.74","118,037.69","118,147.25","117,551.42",193474026,0.03%
03/26/2025,"117,772.31","117,935.80","118,220.88","117,178.23",231392631,0.98%
03/25/2025,"116,633.16","116,375.70","116,904.55","115,877.88",158061529,0.17%
03/24/2025,"116,439.62","118,797.70","118,797.70","116,257.51",167106163,-1.69%
03/21/2025,"118,442.17","119,078.91","119,405.91","118,334.40",172210026,-0.28%
03/20/2025,"118,769.77","118,525.00","119,421.81","118,444.03",401602764,0.67%
03/19/2025,"117,974.02","117,198.35","118,243.63","116,882.80",301111478,0.83%
03/18/2025,"117,001.09","116,657.45","117,202.09","116,490.82",274472128,0.69%
03/17/2025,"116,199.59","115,957.88","116,626.82","115,883.22",286473754,0.57%
03/14/2025,"115,536.16","115,705.29","115,730.98","115,162.69",205477652,0.38%
03/13/2025,"115,094.23","114,429.93","115,247.39","114,429.93",210932828,0.89%
03/12/2025,"114,084.53","114,503.39","114,661.88","114,001.50",128435253,-0.08%
03/11/2025,"114,177.65","114,180.09","114,486.19","113,610.31",171981292,-0.16%
03/10/2025,"114,356.34","114,432.80","115,048.41","114,152.31",165905814,-0.04%
03/07/2025,"114,398.69","114,169.19","114,721.58","114,169.19",233228483,0.60%
03/06/2025,"113,713.17","112,506.52","113,871.21","112,446.00",240887086,1.30%
03/05/2025,"112,253.76","112,952.94","113,327.12","112,146.09",152194164,-0.43%
03/04/2025,"112,743.79","112,106.68","112,877.01","111,717.17",101172112,0.68%
03/03/2025,"111,986.88","113,498.57","113,591.83","111,829.14",107997918,-1.12%
02/28/2025,"113,251.66","113,890.67","114,265.97","113,201.84",231447579,-0.47%
02/27/2025,"113,784.30","114,045.12","114,456.91","113,729.52",207286392,-0.07%
02/26/2025,"113,862.32","114,580.39","114,762.92","113,849.93",333099308,-0.58%
02/25/2025,"114,528.08","114,900.46","115,889.60","114,178.55",290832594,0.17%
02/24/2025,"114,330.10","112,700.10","114,573.67","111,857.33",214098048,1.36%
02/21/2025,"112,800.93","114,441.58","114,444.01","112,813.87",216606445,-0.82%
02/20/2025,"113,739.15","113,601.95","114,202.13","113,525.89",507746834,0.35%
02/19/2025,"113,342.43","113,465.70","114,029.75","113,060.25",461111152,0.22%
02/18/2025,"113,088.47","112,023.31","113,252.54","111,642.02",348503860,1.20%
02/17/2025,"111,743.53","112,283.82","112,524.80","111,513.66",295792874,-0.30%
02/14/2025,"112,085.29","113,070.07","113,482.12","111,861.56",238575951,-0.43%
02/13/2025,"112,564.07","113,023.23","113,477.71","112,540.12",289287556,-0.32%
02/12/2025,"112,924.93","113,302.67","113,436.71","112,621.14",399903877,-0.08%
02/11/2025,"113,010.38","111,834.20","113,233.40","111,834.20",244301553,1.47%
02/10/2025,"111,377.96","110,610.81","111,622.72","109,948.57",193051971,0.96%
02/07/2025,"110,322.93","110,575.27","110,905.09","109,686.52",129150558,0.02%
02/06/2025,"110,301.16","112,053.95","112,234.15","109,405.53",174301204,-1.46%
02/04/2025,"111,935.38","113,091.72","113,649.07","111,828.10",170645912,-0.72%
02/03/2025,"112,745.01","114,525.41","114,620.79","112,681.33",165869340,-1.32%
01/31/2025,"114,255.72","113,745.99","115,106.99","113,692.87",250677180,0.93%
01/30/2025,"113,206.40","111,805.66","113,400.56","111,805.66",172244205,1.54%
01/29/2025,"111,487.36","112,274.41","112,569.89","111,157.18",201920600,-0.48%
01/28/2025,"112,030.36","113,398.28","113,644.71","111,434.95",211433151,-1.31%
01/27/2025,"113,520.32","115,075.86","115,596.87","113,482.22",231004228,-1.18%
01/24/2025,"114,880.48","114,407.66","115,779.05","114,383.16",280356255,0.74%
01/23/2025,"114,037.79","113,580.21","114,319.62","113,234.31",374094135,0.52%
01/22/2025,"113,443.43","114,996.26","115,256.16","113,359.37",358354842,-1.39%
01/21/2025,"115,042.25","116,320.30","116,424.85","114,783.71",338091446,-0.69%
01/20/2025,"115,844.81","115,868.94","116,276.42","115,668.08",268341356,0.50%
01/17/2025,"115,272.08","114,060.38","115,356.12","113,571.95",212258376,1.26%
01/16/2025,"113,836.74","114,800.98","114,884.63","113,630.45",176924174,-0.58%
01/15/2025,"114,495.70","115,360.64","115,773.39","114,298.29",263604730,-0.27%
01/14/2025,"114,804.16","114,541.46","115,044.79","113,836.60",258818915,0.50%
01/13/2025,"114,230.06","113,715.50","114,496.08","113,083.86",198488649,0.87%
01/10/2025,"113,247.29","112,544.62","113,554.07","112,013.59",216223504,0.54%
01/09/2025,"112,638.26","114,313.00","114,329.95","112,594.66",268882362,-1.32%
01/08/2025,"114,148.45","116,591.08","117,750.22","113,847.03",254281505,-1.64%
01/07/2025,"116,052.68","116,667.55","116,843.41","113,677.50",401226818,-0.17%
01/06/2025,"116,255.12","118,309.50","118,735.09","115,941.94",369827568,-1.13%
01/03/2025,"117,586.98","117,484.90","117,891.62","115,580.01",398069663,0.40%
01/02/2025,"117,119.65","117,150.31","118,367.81","116,857.61",383715356,0.10%
01/01/2025,"117,008.08","115,258.12","117,341.03","114,719.89",464650703,1.63%
12/31/2024,"115,126.90","116,700.02","116,700.01","114,804.80",580521510,-0.11%
12/30/2024,"115,258.99","111,916.71","115,422.34","111,916.70",521358892,3.51%
12/27/2024,"111,351.17","110,658.65","112,043.77","110,246.93",293222101,0.84%
12/26/2024,"110,423.32","112,480.60","112,480.60","109,858.88",274820575,-1.77%
12/24/2024,"112,414.80","113,924.42","115,036.49","112,294.42",352683905,-1.33%
12/23/2024,"113,924.41","110,990.57","114,189.71","110,891.35",424809788,4.03%
12/20/2024,"109,513.14","106,073.21","109,846.64","105,601.03",321794257,3.05%
12/19/2024,"106,274.97","110,140.75","111,745.02","105,937.37",531310276,-4.32%
12/18/2024,"111,070.29","114,854.05","116,236.70","110,896.27",507235151,-3.30%
12/17/2024,"114,860.68","116,308.02","117,039.17","113,688.54",548572535,-1.13%
12/16/2024,"116,169.41","115,433.26","116,681.59","115,345.99",491296218,1.63%
