date,open,hig,low ,close,volume ,change
04-Mar-25,"34,717.60","35,020.51","34,612.54","34,967.58","50,652,849",291.61
03-Mar-25,"35,181.89","35,196.35","34,633.57","34,675.97","40,478,879",-517.96
28-Feb-25,"35,396.58","35,526.11","35,151.10","35,193.93","80,219,673",-193.22
27-Feb-25,"35,437.42","35,602.61","35,371.73","35,387.15","70,891,939",-13.71
26-Feb-25,"35,709.41","35,732.12","35,383.66","35,400.86","109,277,836",-298.09
25-Feb-25,"35,795.81","36,160.31","35,575.52","35,698.95","185,402,257",86.47
24-Feb-25,"35,004.35","35,722.79","34,694.46","35,612.48","120,433,092",576.17
21-Feb-25,"35,571.81","35,571.81","35,036.15","35,036.31","84,067,415",-291.24
20-Feb-25,"35,371.96","35,480.99","35,300.03","35,327.55","218,097,766",35.31
19-Feb-25,"35,440.89","35,561.35","35,203.12","35,292.24","115,864,529",-16.65
18-Feb-25,"34,893.66","35,336.00","34,740.55","35,308.89","65,309,845",502.3
17-Feb-25,"34,999.80","35,092.40","34,743.97","34,806.59","59,720,542",-139.27
14-Feb-25,"35,265.95","35,403.46","34,864.04","34,945.86","89,098,615",-147.98
13-Feb-25,"35,285.90","35,409.91","35,065.41","35,093.84","72,174,181",-217.58
12-Feb-25,"35,475.75","35,500.38","35,191.25","35,311.42","106,600,917",-82.66
11-Feb-25,"34,960.09","35,474.83","34,954.83","35,394.08","115,220,130",596.78
10-Feb-25,"34,522.99","34,850.32","34,257.98","34,797.30","78,382,226",386.12
07-Feb-25,"34,483.61","34,619.47","34,172.18","34,411.18","60,070,879",24.54
06-Feb-25,"35,001.37","35,052.62","34,036.91","34,386.64","92,352,411",-638.02
04-Feb-25,"35,476.90","35,596.00","34,991.84","35,024.66","79,209,131",-334.95
03-Feb-25,"35,930.96","35,969.68","35,321.30","35,359.61","84,778,173",-509.91
31-Jan-25,"35,772.25","36,177.00","35,740.01","35,869.52","103,966,283",304.29
30-Jan-25,"35,032.81","35,639.49","35,024.39","35,565.23","83,280,207",630.84
29-Jan-25,"35,223.70","35,344.56","34,793.58","34,934.39","88,092,635",-201.47
28-Jan-25,"35,613.49","35,703.61","34,900.13","35,135.86","112,153,402",-515.38
27-Jan-25,"3,619.07","36,349.80","35,613.89","35,651.24","106,587,665",-473.73
24-Jan-25,"35,919.93","36,438.21","35,914.53","36,124.97","142,188,126",330.62
23-Jan-25,"35,708.47","35,941.65","35,552.94","35,794.35","150,274,879",159.04
22-Jan-25,"36,163.71","36,239.40","35,589.45","35,635.31","193,610,312",-564.27
21-Jan-25,"36,649.28","36,690.37","36,098.61","36,199.58","147,450,790",-276.58
20-Jan-25,"36,509.72","36,649.64","36,416.49","36,476.16","141,643,072",164.8
17-Jan-25,"35,843.06","36,369.02","35,685.59","36,311.36","143,805,367",549.26
16-Jan-25,"36,101.04","36,152.89","35,678.24","35,762.10","85,206,221",-241.01
15-Jan-25,"36,303.03","36,390.46","35,871.10","36,003.11","157,638,191",-99.16
14-Jan-25,"36,046.45","36,205.34","35,833.78","36,102.27","129,599,319",118.33
13-Jan-25,"35,855.37","36,058.57","35,613.83","35,983.94","107,504,113",272.31
10-Jan-25,"35,396.64","35,802.96","35,217.22","35,711.63","118,264,102",253.55
09-Jan-25,"36,028.09","36,028.09","35,410.77","35,458.08","96,803,861",-494.04
08-Jan-25,"36,756.83","37,172.93","35,820.58","35,952.12","112,937,252",-625.47
07-Jan-25,"36,787.87","36,849.53","35,661.51","36,577.59","167,823,689",-25.77
06-Jan-25,"37,328.96","37,458.79","36,466.40","36,603.36","174,966,486",-461.68
03-Jan-25,"37,056.48","37,208.77","36,403.54","37,065.04","199,485,152",128.02
02-Jan-25,"36,921.07","37,308.60","36,756.99","36,937.02","164,391,058",72.19
01-Jan-25,"36,181.32","36,968.71","35,999.80","36,864.83","190,316,220",682.43
31-Dec-24,"36,771.85","36,771.85","36,076.52","36,182.40","175,718,797",-117.5
30-Dec-24,"35,241.08","36,359.77","35,234.64","36,299.90","168,289,823","1,260.86"
27-Dec-24,"34,855.33","35,270.98","34,646.45","35,039.04","108,734,754",261.01
26-Dec-24,"35,509.68","35,509.68","34,579.52","34,778.03","117,437,845",-730.12
24-Dec-24,"36,043.90","36,328.39","35,451.89","35,508.15","198,799,567",-535.74
23-Dec-24,"35,001.08","36,136.38","34,936.26","36,043.89","216,576,750","1,530.50"
20-Dec-24,"33,317.33","34,626.60","33,114.80","34,513.39","161,567,145","1,160.10"
19-Dec-24,"34,559.47","35,172.74","33,256.52","33,353.29","261,698,691","-1,555.74"
18-Dec-24,"36,152.35","36,697.99","34,847.34","34,909.03","252,892,227","-1,286.99"
17-Dec-24,"36,701.22","36,941.94","35,791.94","36,196.02","313,463,758",-462.78
16-Dec-24,"36,230.70","36,782.79","36,189.33","36,658.80","271,144,513",853.37
13-Dec-24,"35,870.58","36,066.72","35,111.30","35,805.43","182,721,656",104.09
12-Dec-24,"34,602.22","35,801.75","34,602.22","35,701.34","233,460,920","1,272.10"
11-Dec-24,"34,017.85","34,495.83","33,999.03","34,429.24","153,173,658",620.53
10-Dec-24,"34,351.01","34,734.48","33,378.41","33,808.71","236,940,033",-321.95
09-Dec-24,"33,821.93","34,240.98","33,238.28","34,130.66","187,858,105",281.57
06-Dec-24,"33,863.14","34,078.69","33,776.34","33,849.09","193,842,914",155.56
05-Dec-24,"32,763.10","33,742.13","32,626.75","33,693.53","236,416,309","1,139.39"
04-Dec-24,"32,502.56","32,616.37","32,273.04","32,554.14","247,907,864",188.25
03-Dec-24,"32,028.50","32,403.40","31,747.53","32,365.89","254,891,451",396.53
02-Dec-24,"31,636.95","31,996.91","31,636.95","31,969.36","207,722,467",481.1
29-Nov-24,"31,276.43","31,500.79","31,020.90","31,488.26","127,146,764",294.98
28-Nov-24,"31,285.03","31,458.66","30,920.96","31,193.28","158,255,162",160.9
27-Nov-24,"30,337.51","31,114.26","30,216.95","31,032.38","142,253,148","1,587.56"
26-Nov-24,"30,536.04","31,223.09","29,261.07","29,444.82","152,977,883","-1,113.91"
25-Nov-24,"30,494.55","31,048.94","30,246.32","30,558.73","99,723,777",78.02
22-Nov-24,"30,349.53","31,096.46","30,344.58","30,480.71","162,559,979",288.27
21-Nov-24,"29,602.58","30,222.32","29,479.36","30,192.44","104,824,147",614.44
20-Nov-24,"29,685.81","29,938.16","29,466.36","29,578.00","121,725,628",-104.71
19-Nov-24,"29,532.86","29,766.55","29,526.76","29,682.71","124,274,263",201.55
18-Nov-24,"29,533.37","29,579.44","29,341.84","29,481.16","84,707,016",71.04
15-Nov-24,"29,271.88","29,593.77","29,271.87","29,410.12","121,449,005",209.04
14-Nov-24,"29,021.56","29,252.70","29,021.56","29,201.08","128,808,568",270.15
13-Nov-24,"28,954.27","29,086.42","28,800.54","28,930.93","157,503,572",46.01
12-Nov-24,"29,068.42","29,106.41","28,760.67","28,884.92","183,158,918",-132.85
11-Nov-24,"29,033.64","29,223.59","28,910.56","29,017.77","214,434,198",0.81
08-Nov-24,"28,782.23","29,083.30","28,760.34","29,016.96","150,352,382",255.08
07-Nov-24,"28,749.46","28,845.98","28,662.65","28,761.88","107,673,025",97.09
06-Nov-24,"28,849.51","28,980.41","28,641.40","28,664.79","122,168,384",-175.5
05-Nov-24,"28,898.08","28,906.33","28,556.89","28,840.29","159,454,252",96.56
04-Nov-24,"28,659.18","28,816.18","28,534.81","28,743.73","173,693,723",286.07
01-Nov-24,"27,822.07","28,554.68","27,692.65","28,457.66","107,363,036",630.43
31-Oct-24,"28,307.70","28,377.62","27,810.00","27,827.23","90,834,293",-515.86
30-Oct-24,"28,684.28","28,871.04","28,237.66","28,343.09","128,193,308",-212.33
29-Oct-24,"28,425.34","28,761.98","28,383.07","28,555.42","129,935,534",128.28
28-Oct-24,"28,604.86","28,703.61","28,231.20","28,427.14","136,818,503",31.99
25-Oct-24,"28,177.49","28,644.51","28,165.27","28,395.15","191,938,468",352.54
24-Oct-24,"27,465.06","28,109.52","27,407.87","28,042.61","176,391,943",645.62
23-Oct-24,"27,233.92","27,439.61","27,032.32","27,396.99","110,265,519",233.98
22-Oct-24,"27,118.79","27,312.58","27,118.78","27,163.01","76,399,227",118.7
21-Oct-24,"26,837.19","27,085.50","26,833.95","27,044.31","73,238,843",241.27
18-Oct-24,"26,986.00","27,028.21","26,755.20","26,803.04","96,376,906",-180.96
17-Oct-24,"27,303.82","27,333.89","26,951.33","26,984.00","159,324,466",-252.19
16-Oct-24,"27,252.54","27,360.31","27,144.10","27,236.19","150,393,633",2.03
15-Oct-24,"26,992.07","27,251.76","26,847.19","27,234.16","118,074,109",222.48
14-Oct-24,"27,202.93","27,340.86","26,969.04","27,011.68","140,549,602",-147.99
11-Oct-24,"27,129.31","27,246.27","26,915.95","27,159.67","148,340,327",10.7
10-Oct-24,"27,218.25","27,313.51","27,115.35","27,148.97","142,196,358",-67.25
09-Oct-24,"27,322.05","27,515.72","27,156.19","27,216.22","144,613,813",-224.9
08-Oct-24,"27,179.30","27,507.00","27,176.62","27,441.12","195,869,080",243.69
07-Oct-24,"26,755.41","27,259.65","26,600.99","27,197.43","189,285,364",487.31
04-Oct-24,"26,412.05","26,744.25","26,285.52","26,710.12","105,517,674",327.99
03-Oct-24,"26,101.24","26,468.73","26,064.55","26,382.13","101,313,649",306.88
02-Oct-24,"25,972.31","26,196.86","25,908.28","26,075.25","79,648,220",63.94
01-Oct-24,"25,826.12","26,070.85","25,786.19","26,011.31","103,236,597",235.33
30-Sep-24,"25,808.70","25,843.20","25,471.23","25,775.98","63,690,937",-34.39
27-Sep-24,"25,895.49","25,932.45","25,725.47","25,810.37","55,182,213",-64.75
26-Sep-24,"26,292.29","26,308.08","25,827.86","25,875.12","76,098,878",-246.28
25-Sep-24,"25,975.73","26,159.12","25,853.48","26,121.40","86,034,645",218.86
24-Sep-24,"26,013.09","26,044.06","25,735.97","25,902.54","84,288,135",-74.83
23-Sep-24,"26,045.06","26,135.41","25,831.76","25,977.37","107,724,587",-56.93
20-Sep-24,"25,882.03","26,134.90","25,723.89","26,034.30","168,339,310",234.45
19-Sep-24,"25,482.15","25,951.39","25,435.64","25,799.85","94,848,169",331.68
18-Sep-24,"25,228.03","25,500.71","25,208.70","25,468.17","56,983,118",399.58
16-Sep-24,"25,134.12","25,200.75","24,991.77","25,068.59","38,050,927",41.52
13-Sep-24,"24,912.63","25,250.95","24,989.83","25,027.07","95,618,882",114.44
12-Sep-24,"24,850.47","24,973.50","24,756.40","24,912.63","74,300,300",95.72
11-Sep-24,"25,123.62","25,135.96","24,788.23","24,816.91","39,431,554",-256.33
10-Sep-24,"24,912.48","25,086.09","24,849.89","25,073.24","46,918,364",216.82
09-Sep-24,"25,078.86","25,128.53","24,813.70","24,856.42","22,288,868",-151.45
06-Sep-24,"25,050.89","25,102.66","24,996.72","25,007.87","23,792,766",-18.18
05-Sep-24,"25,068.45","25,088.42","24,893.18","25,026.05","38,564,751",13.74
04-Sep-24,"24,878.04","25,023.79","24,878.04","25,012.31","57,856,112",193.45
03-Sep-24,"24,881.62","24,914.37","24,756.67","24,818.86","21,117,423",7.67
02-Sep-24,"24,955.86","25,051.59","24,802.01","24,811.19","37,233,491",-111.98
30-Aug-24,"24,949.21","25,060.95","24,891.89","24,923.17","46,291,762",37.53
29-Aug-24,"24,785.97","24,927.18","24,771.83","24,885.64","29,821,455",123.39
28-Aug-24,"24,828.40","24,837.10","24,740.56","24,762.25","25,976,302",-0.66
27-Aug-24,"24,980.72","25,031.49","24,744.33","24,762.91","39,896,904",-164.72
26-Aug-24,"25,056.39","25,104.92","24,923.43","24,927.63","51,991,867",-67.21
23-Aug-24,"25,050.03","25,121.25","24,985.64","24,994.84","58,384,384",-27.52
22-Aug-24,"24,944.42","25,129.21","24,944.41","25,022.36","49,449,754",132.81
21-Aug-24,"24,851.64","24,938.57","24,808.61","24,889.55","37,769,403",106.12
20-Aug-24,"24,828.02","24,854.36","24,699.77","24,783.43","17,942,747",-93.56
19-Aug-24,"25,013.45","25,083.06","24,763.41","24,876.99","34,560,723",-96.21
16-Aug-24,"25,044.62","25,145.29","24,952.45","24,973.20","39,938,619",-72.01
15-Aug-24,"24,985.41","25,279.90","24,985.41","25,045.21","30,181,202",84.17
13-Aug-24,"24,997.74","25,092.72","24,910.13","24,961.04","36,947,603",-41.33
12-Aug-24,"25,305.03","25,305.02","24,972.86","25,002.37","46,755,209",-176.02
09-Aug-24,"25,055.67","25,280.63","24,979.27","25,178.39","62,308,181",236.17
08-Aug-24,"24,705.82","24,975.31","24,612.85","24,942.22","84,391,942",95.06
07-Aug-24,"24,958.61","25,064.65","24,819.81","24,847.16","57,467,119",-55.38
06-Aug-24,"24,988.39","25,108.05","24,844.21","24,902.54","42,867,604",50.61
05-Aug-24,"25,252.91","25,260.47","24,787.31","24,851.93","91,750,017",-379.01
02-Aug-24,"25,128.80","25,315.90","25,100.01","25,230.94","78,216,648",185.54
01-Aug-24,"25,174.77","25,229.89","24,990.25","25,045.40","36,410,429",-42.05
31-Jul-24,"25,358.57","25,534.72","25,040.24","25,087.45","69,377,055",-242.66
30-Jul-24,"25,527.83","25,530.32","25,246.24","25,330.11","65,727,816",-4.46
29-Jul-24,"25,077.69","25,464.21","25,063.70","25,334.57","56,919,783",250.51
26-Jul-24,"25,176.07","25,229.07","25,030.84","25,084.06","49,331,697",-114.19
25-Jul-24,"25,580.00","25,650.81","25,152.30","25,198.25","54,859,745",-319.86
24-Jul-24,"25,431.01","25,614.48","25,358.52","25,518.11","43,633,704",153.05
23-Jul-24,"25,208.27","25,538.21","25,223.78","25,365.06","43,254,366",156.79
22-Jul-24,"25,619.94","25,655.89","25,117.57","25,208.27","71,129,141",-472.82
19-Jul-24,"25,208.27","26,290.87","25,568.32","25,681.09","87,757,661",-584.08
18-Jul-24,"26,082.58","26,279.37","26,075.79","26,265.17","57,701,443",281.76
15-Jul-24,"25,759.59","26,055.57","25,759.58","25,983.41","79,242,284",482.93
12-Jul-24,"26,567.11","25,648.38","25,070.89","25,500.48","61,757,524",-43.94
11-Jul-24,"25,484.75","25,571.66","25,410.00","25,544.42","52,640,013",75.91
10-Jul-24,"25,801.20","25,820.21","25,457.68","25,468.51","45,770,597",-285.46
09-Jul-24,"25,842.84","25,938.30","25,728.68","25,753.97","99,728,026",-36.04
08-Jul-24,"25,751.95","25,841.60","25,664.74","25,790.01","50,367,894",78.18
05-Jul-24,"25,836.76","25,884.38","25,658.61","25,711.83","57,332,596",-79.98
04-Jul-24,"25,868.48","26,029.12","25,746.79","25,791.81","63,626,187",-7.58
03-Jul-24,"25,631.31","25,881.32","25,631.31","25,799.39","79,037,923",215.83
02-Jul-24,"25,414.81","25,643.66","25,414.81","25,583.56","50,333,057",214.29
01-Jul-24,"25,325.85","25,613.04","25,279.61","25,369.27","56,298,945",87.24
28-Jun-24,"25,482.96","25,505.90","25,249.12","25,282.03","41,571,947",-150.74
27-Jun-24,"25,462.01","25,654.81","25,385.32","25,432.77","50,826,657",51.41
26-Jun-24,"25,195.83","25,500.83","25,195.83","25,381.36","96,823,952",194.33
25-Jun-24,"25,325.19","25,415.05","25,167.83","25,187.03","41,226,743",-116.99
24-Jun-24,"25,638.17","25,706.86","25,273.78","25,304.02","60,780,105",-169.53
21-Jun-24,"25,582.64","25,918.60","25,169.81","25,473.55","92,399,805",35.56
20-Jun-24,"24,746.40","25,469.94","24,746.39","25,437.99","81,162,743",739.54
14-Jun-24,"24,581.17","24,854.99","24,416.05","24,698.45","71,739,324",260.16
13-Jun-24,"23,433.97","24,501.95","23,433.97","24,438.29","139,638,874","1,224.98"
12-Jun-24,"23,128.36","23,354.41","23,112.47","23,213.31","37,012,190",76.44
11-Jun-24,"23,583.25","23,591.02","23,087.29","23,136.87","45,696,010",-263.64
10-Jun-24,"23,653.62","23,677.00","23,329.48","23,400.51","37,773,899",-216.17
07-Jun-24,"23,651.13","23,678.83","22,913.24","23,616.68","97,472,710",-74.58
06-Jun-24,"23,800.46","23,942.59","23,645.42","23,691.26","42,820,846",-88.08
05-Jun-24,"23,913.10","23,949.20","23,743.92","23,779.34","50,885,888",-139.38
04-Jun-24,"24,246.31","24,252.16","23,886.30","23,918.72","60,260,856",-292.88
03-Jun-24,"24,413.37","24,456.77","24,198.37","24,211.60","58,372,968",-131.46
31-May-24,"24,053.07","24,384.18","24,021.86","24,343.06","59,702,334",355.19
30-May-24,"24,066.99","24,160.02","23,934.70","23,987.87","51,399,276",-16.54
29-May-24,"24,290.33","24,322.51","23,977.43","24,004.41","63,215,250",-273.32
27-May-24,"24,482.12","24,509.15","24,268.55","24,277.73","52,979,635",-167.08
24-May-24,"24,167.18","24,512.20","24,164.97","24,444.81","84,048,860",330.84
23-May-24,"24,095.84","24,216.59","23,988.08","24,113.97","59,252,905",30.78
22-May-24,"24,143.39","24,255.68","24,043.39","24,083.19","59,368,372",-59.53
21-May-24,"24,114.24","24,215.51","24,020.37","24,142.72","44,312,280",49.05
20-May-24,"24,242.10","24,295.91","24,017.26","24,093.67","58,583,728",-120.61
17-May-24,"24,164.94","24,250.19","24,115.00","24,214.28","83,749,804",68.6
16-May-24,"24,095.13","24,192.20","24,005.20","24,145.68","62,482,039",74.18
15-May-24,"24,027.63","24,177.18","23,949.86","24,071.50","122,206,451",117.08
14-May-24,"23,682.62","23,978.66","23,682.61","23,954.42","120,544,645",330.74
13-May-24,"23,489.62","23,727.29","23,438.45","23,623.68","116,013,780",196.5
10-May-24,"23,446.86","23,614.76","23,414.91","23,427.18","116,224,476",44.51
09-May-24,"23,493.72","23,514.01","23,328.78","23,382.67","89,537,110",-155.85
08-May-24,"23,621.10","23,658.39","23,450.82","23,538.52","84,819,295",-86.61
07-May-24,"23,771.65","23,817.71","23,601.16","23,625.13","91,454,277",-150.31
06-May-24,"23,760.44","23,906.01","23,737.64","23,775.44","112,993,151",180.59
03-May-24,"23,178.45","23,628.97","23,138.85","23,594.85","122,597,317",360.77
02-May-24,"23,389.16","23,455.24","23,212.77","23,234.08","79,055,719",-160.57
30-Apr-24,"23,573.73","23,730.85","23,378.10","23,394.65","106,961,771",-147.35
29-Apr-24,"24,034.92","24,117.04","23,494.83","23,542.00","96,993,036",-491.86
26-Apr-24,"23,805.51","24,069.71","23,676.58","24,033.86","79,477,965",284.82
25-Apr-24,"23,788.58","23,911.80","23,630.37","23,749.04","100,542,622",-58.77
24-Apr-24,"23,596.69","23,944.84","23,586.58","23,807.81","111,127,951",241.46
23-Apr-24,"23,566.36","23,685.35","23,534.69","23,566.86","105,787,553",-240.95
22-Apr-24,"23,424.02","23,719.44","23,371.89","23,566.35","174,785,169",189.79
19-Apr-24,"23,155.87","23,393.37","23,058.96","23,376.56","116,554,680",282.75
18-Apr-24,"23,191.02","23,225.11","22,904.88","23,093.81","98,879,997",-26.77
17-Apr-24,"23,168.85","23,289.38","23,045.95","23,120.58","97,185,895",-81.97
16-Apr-24,"23,225.88","23,398.51","23,173.55","23,202.55","100,335,756",11.47
15-Apr-24,"23,114.40","23,230.12","22,995.04","23,191.08","101,833,780",58.79
09-Apr-24,"22,997.51","23,333.56","22,997.50","23,132.29","79,316,703",221.49
08-Apr-24,"22,506.70","22,946.23","22,506.69","22,910.80","71,670,907",472.36
04-Apr-24,"22,422.75","22,466.27","22,299.29","22,438.44","96,167,251",187.02
03-Apr-24,"21,967.69","22,293.69","21,962.50","22,251.42","50,083,449",283.7
02-Apr-24,"21,969.49","22,005.43","21,902.56","21,967.72","22,557,970",-5.03
01-Apr-24,"22,082.45","22,136.47","21,944.42","21,972.75","22,129,113",-48.71
29-Mar-24,"22,116.13","22,130.09","21,998.53","22,021.46","43,971,276",-68.53
28-Mar-24,"21,946.92","22,139.85","21,946.91","22,089.99","84,206,752",175.13
27-Mar-24,"21,731.58","21,943.28","21,731.57","21,914.86","57,273,673",207.02
26-Mar-24,"21,605.99","21,737.08","21,564.80","21,707.84","56,139,130",128.84
25-Mar-24,"21,544.70","21,637.12","21,487.10","21,579.00","52,398,260",130.97
22-Mar-24,"21,549.01","21,559.96","21,409.23","21,448.03","26,838,783",-86.52
21-Mar-24,"21,711.07","21,771.85","21,499.80","21,534.55","54,300,245",-197.12
20-Mar-24,"21,778.60","21,846.64","21,708.71","21,731.67","45,245,594",10.75
19-Mar-24,"21,557.85","21,776.81","21,557.76","21,720.92","71,695,522",185.08
18-Mar-24,"21,577.29","21,652.70","21,496.25","21,535.84","27,612,058",-21.02
15-Mar-24,"21,739.77","21,763.23","21,527.85","21,556.86","38,997,883",-155.4
14-Mar-24,"21,412.74","21,760.48","21,412.73","21,712.26","32,085,186",248.29
13-Mar-24,"21,711.89","21,773.00","21,398.31","21,463.97","33,548,603",-283.8
12-Mar-24,"22,023.16","22,062.51","21,706.81","21,747.77","35,402,542",-264.16
11-Mar-24,"22,055.36","22,079.34","21,974.54","22,011.93","37,291,184",3.62
08-Mar-24,"22,095.99","22,162.58","21,990.67","22,008.31","48,616,600",-105.08
07-Mar-24,"22,139.39","22,236.17","21,966.60","22,113.39","49,938,207",-112.97
06-Mar-24,"22,287.65","22,410.82","22,206.96","22,226.36","59,594,193",-58.67
05-Mar-24,"22,460.37","22,461.25","22,208.66","22,285.03","65,999,227",-132.18
04-Mar-24,"22,269.52","22,443.78","22,248.19","22,417.21","89,232,369",271.55
01-Mar-24,"21,968.29","22,202.51","21,876.22","22,145.66","53,204,721",256.58
29-Feb-24,"21,553.60","21,968.35","21,553.59","21,889.08","87,506,039",381.15
28-Feb-24,"21,277.42","21,563.19","21,230.20","21,507.93","82,951,227",202.12
27-Feb-24,"21,349.75","21,410.05","21,205.27","21,305.81","70,376,735",9.59
